date,description,href,media,title,parsed_date,month
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 13, 2019","Η διοίκηση της 5ης ΥΠε Θεσσαλίας & Στ. Ελλάδας ανακοινώνει την έναρξη λειτουργίας τριών (3) νέων Τοπικών Ομάδων Υγείας (ΤΟΜΥ), στην Αγχίαλο Βόλου, στην ...",https://volos.ert.gr/blog/2019/02/13/dyo-akomi-topikes-omades-ygeias-se-agchialo-kai-volo/,Larissanet.gr,Λειτουργία νέων ΤΟΜΥ και τοπικών μονάδων υγείας,2019-02-13,2
"Feb 15, 2019",Στο ΕΣΠΑ Ηπείρου οι 11 ΤοΜΥ ... 2014-2020» έρχεται να χρηματοδοτήσει τη λειτουργία των Τοπικών Μονάδων Υγείας (ΤοΜΥ). ... και ανθρωποκεντρική φροντίδα υγείας υψηλής ποιότητας σε ευπαθείς κοινωνικές ομάδες και στον γενικό ...,https://typos-i.gr/article/sto-espa-hpeiroy-oi-11-tomy,Typos-i.gr (Δελτίο Τύπου),Στο ΕΣΠΑ Ηπείρου οι 11 ΤοΜΥ,2019-02-15,2
"Feb 16, 2019","Όπως ανέφερε ο υπουργός Υγείας Ανδρέας Ξανθός, την επόμενη εβδομάδα, εκτός ... στην πρώτη Περιφερειακή εκδήλωση για τον πρώτο χρόνο λειτουργίας των ΤΟΜΥ. ... αν και είναι στις ευπαθείς ομάδες, μπορούν και τώρα να κάνουν το εμβόλιο». ... ξεπερνούν τις 50 χιλιάδες, στις 11 Τοπικές Μονάδες Υγείας που λειτουργούν, ...",https://www.protothema.gr/greece/article/865473/gripi-diathesima-sta-farmakeia-24000-adigripika-emvolia/,Πρώτο ΘΕΜΑ,Γρίπη: Διαθέσιμα στα φαρμακεία 24.000 αντιγριπικά εμβόλια,2019-02-16,2
"Feb 21, 2019",Sub news - No description,https://www.healthreport.gr/%CF%84%CE%BF-%CF%80%CF%81%CF%8C%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%AC-%CF%84%CE%B7%CF%82-%CE%B3%CE%B9%CE%B1-%CF%84%CE%B7%CE%BD-%CF%85%CE%B3%CE%B5%CE%AF%CE%B1-%CF%80%CE%B1%CF%81%CE%BF%CF%85%CF%83%CE%B9/,Health Report (Ιστολόγιο),Το πρόγραμμά της για την Υγεία παρουσιάζει η ΝΔ! Τι θα ...,2019-02-21,2
"Feb 22, 2019","... γιατρών καταρρέει και οι πολυδιαφημισμένες ΤΟΜΥ (Τοπικές Μονάδες Υγείας) έχουν εξελιχθεί σε ... Οι ΤΟΜΥ, σύμφωνα με τον σχεδιασμό της Ν.Δ., θα καταργηθούν και θα ... Ολα τα νοσοκομεία και οι μονάδες υγείας θα αξιολογηθούν, όπως και το ... των ημερήσιων ραντεβού κάθε γιατρού αφορά αυτές τις ομάδες πληθυσμού.",https://www.parapolitika.gr/politiki/article/347881/to-programma-tis-nd-gia-tin-igia-parousiazi-to-savvato-mitsotakis/,parapolitika.gr,Το πρόγραμμα της ΝΔ για την Υγεία παρουσιάζει το Σάββατο ο ...,2019-02-22,2
"Feb 22, 2019","Ιδιαίτερο βάρος δίνει η ΝΔ στην Πρωτοβάθμια Φροντίδα Υγείας, μετά την αποτυχία της μεταρρύθμισης των Τοπικών Μονάδων Υγείας (ΤΟΜΥ) και του ...",https://www.eleftherostypos.gr/politiki/373232-nd-prolipsi-axioprepeia-frontida-i-syntagi-gia-tin-ygeia/,Ελεύθερος Τύπος,"ΝΔ: Πρόληψη, αξιοπρέπεια, φροντίδα η… συνταγή για την Υγεία!",2019-02-22,2
"Feb 25, 2019","... Υγείας Αγίου Νικολάου (οδός Ακτή Νεάρχου 5) η λειτουργία της Τοπικής Μονάδας Υγείας (ΤΟ.Μ.Υ.) ... Η ΤΟ.Μ.Υ. Αγίου Νικολάου θα είναι στελεχωμένη με ειδικευμένο ιατρικό και ... Όπως αναφέρει επίσης η ανακοίνωση «έργο των ΤΟΜΥ είναι η παροχή ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.anatolh.com/2019/02/25/%CE%BE%CE%B5%CE%BA%CE%B9%CE%BD%CE%AC-%CF%84%CE%B7%CE%BD-%CF%84%CE%B5%CF%84%CE%AC%CF%81%CF%84%CE%B7-%CF%83%CF%84%CE%BF-%CE%BA%CE%AD%CE%BD%CF%84%CF%81%CE%BF-%CF%88%CF%85%CF%87%CE%B9%CE%BA%CE%AE%CF%82/,ΑΝΑΤΟΛΗ (Ιστολόγιο),Ξεκινά την Τετάρτη στο Κέντρο Ψυχικής Υγείας η λειτουργία ...,2019-02-25,2
"Feb 26, 2019","Βασικοί ομιλητές θα είναι ο Υπουργός Υγείας Ανδρέας Ξανθός, ο Αναπλ. Γ.Γ.Σταμάτης Βαρδαρός και Μέλη των Διεπιστημονικών Ομάδων Υγείας από τις ΤΟΜΥ ...",https://www.larissanet.gr/2019/02/26/sti-larisa-o-ypourgos-ygeias-andreas-xanthos/,Larissanet.gr,Στη Λάρισα ο υπουργός Υγείας Ανδρέας Ξανθός,2019-02-26,2
"Mar 2, 2019","Την Τετάρτη 06 Μαρτίου ξεκινά η λειτουργία της 5ης και 6ης Τοπικής Ομάδας Υγείας της Ηπείρου, στο Δήμο Ιωαννιτών. Η 5η ΤΟΜΥ Δ. Ιωαννιτών θα καλύψει την ...",https://www.epirusnews.eu/ioannina-xekina-leitoyrgia-ton-tomy-ampelokipon-seismoplikton/,Epirus News (Δελτίο Τύπου) (Ιστολόγιο),Ιωάννινα: Ξεκινά η λειτουργία των ΤΟΜΥ Αμπελοκήπων ...,2019-03-02,3
"Mar 2, 2019",Sub news - No description,https://typos-i.gr/article/alles-dyo-tomy-sta-giannena,Typos-i.gr (Δελτίο Τύπου),Άλλες δύο ΤΟΜΥ στα Γιάννενα,2019-03-02,3
"Mar 7, 2019",Τις Κινητές Ομάδες Υγείας (ΚΟΜΥ) επιχειρεί να καθιερώσει το υπουργείο Υγείας. ... ενώ οι Τοπικές Μονάδες Υγείας (ΤΟΜΥ) δεν έχουν αναπτυχθεί και στελεχωθεί ...,http://www.kathimerini.gr/1013472/article/epikairothta/ellada/monades-ygeias-ta-farmakeia,Onmed.gr (Ιστολόγιο),"Μετά τις ΤΟΜΥ, έρχονται οι ΚΟΜΥ!",2019-03-07,3
"Mar 9, 2019",Οι Τοπικές Μονάδες Υγείας(ΤΟΜΥ) ήταν μόνο η αρχή. ... το κτιριακό απόθεμα του δημοσίου πολλές φορές μας καθυστερεί στη στέγαση των ομάδων αυτών.,https://www.eleftheria.gr/%CE%BB%CE%AC%CF%81%CE%B9%CF%83%CE%B1/item/225176.html,Ελευθερία,"Εξαπλώνονται οι ΤΟΜΥ, έρχονται Κέντρα Φυσικής ...",2019-03-09,3
"Mar 17, 2019",Sub news - No description,https://ipop.gr/eidisis/ta-tessera-vimata-gia-na-apoktiseis-ton-atomiko-fakelo-ygeias/,iPop,Πώς μπορείς να αποκτήσεις τον ατομικό φάκελο υγείας,2019-03-17,3
"Mar 17, 2019",Εξάλλου οι διαθέσιµοι οικογενειακοί γιατροί τόσο µέσω του ΕΟΠΥΥ όσο και στις δηµόσιες Τοπικές Μονάδες Υγείας (ΤΟΜΥ) δεν ξεπερνούν τους 1.200 για πάνω ...,https://www.ethnos.gr/ygeia/27302_telos-ta-bibliaria-ta-tessera-bimata-gia-ton-atomiko-fakelo-ygeias,Έθνος,Τέλος τα βιβλιάρια: Τα τέσσερα βήµατα για τον ατοµικό φάκελο ...,2019-03-17,3
"Mar 28, 2019","ΠΙΣ: Νέο Βατερλώ του υπουργείου Υγείας με τις εξετάσεις ειδικότητας των νέων ... στις Τοπικές Μονάδες Υγείας (ΤΟΜΥ), το υπουργείο Υγείας δημιουργεί άλλο ένα ...",http://www.kathimerini.gr/1016955/article/epikairothta/ellada/opis8en-ypoyrgeioy-ygeias-gia-ton-va8mo-ston-titlo-eidikothtas,Onmed.gr (Ιστολόγιο),ΠΙΣ: Νέο Βατερλώ του υπουργείου Υγείας με τις εξετάσεις ...,2019-03-28,3
"Mar 28, 2019","Σε ό,τι αφορά τις Τοπικές Μονάδες Υγείας, εξακολουθούν να είναι 120 σε όλη τη ... Σχετικά µε τη χρηµατοδότηση των ΤΟΜΥ, η ηγεσία του υπουργείου Υγείας µετά ...",https://tvxs.gr/news/ellada/ksepagonei-o-oikogeneiakos-giatros,TVXS - TV Χωρίς Σύνορα,«Ξεπαγώνει» ο οικογενειακός γιατρός,2019-03-28,3
"Apr 2, 2019",Οι υπόλοιποι περίπου 500 είναι οικογενειακοί γιατροί που υπηρετούν στις 120 Τοπικές Μονάδες Υγείας-ΤΟΜΥ (από τις 237 που σχεδιάζεται να αναπτυχθούν).,https://www.kathimerini.gr/1017425/article/epikairothta/ellada/nea-emplokh-sthn-ygeia,Η Καθημερινή,Νέα εμπλοκή στην Υγεία,2019-04-02,4
"Apr 2, 2019","Εάν βρει ελεύθερο για ραντεβού σε γιατρό δημόσιας Μονάδας (Κέντρο Υγείας, ΤΟΜΥ κ.λ.π.) ή σε συμβεβλημένο με τον ΕΟΠΥΥ, δε θα χρειασθεί να καταβάλει το ...",https://www.ethnos.gr/ygeia/30404_pos-tha-ginetai-i-eisagogi-sta-nosokomeia-meta-tin-katargisi-ton-bibliarion-ygeias,Έθνος,Πώς θα γίνεται η εισαγωγή στα νοσοκομεία μετά την ...,2019-04-02,4
"Apr 3, 2019","Μονάδες υγείας στα Χανιά, επισκέφτηκε σημερα ο υποψήφιος δήμαρχος Χανίων, Παναγιώτης Σημανδηράκης. Το Νοσοκομείο, τις Τοπικές Μονάδες Υγείας και τις ...",https://flashnews.gr/post/385214/se-nosokomeio-tomy-kai-efka-o-panagiwths-shmandhrakhs,Flashnews.gr,"Σε Νοσοκομείο, ΤΟΜΥ και ΕΦΚΑ ο Παναγιώτης Σημανδηράκης",2019-04-03,4
"Apr 8, 2019",«Η φετινή Παγκόσμια Ημέρα Υγείας είναι αφιερωμένη στην Πρωτοβάθμια Φροντίδα ... Μόλις 120 από τις 253 μονάδες ΤΟΜΥ έχουν εγκαινιαστεί και από αυτές οι ...,https://www.cnn.gr/news/ellada/story/172112/f-patsoyrakos-oi-efimeries-ton-60xronon-giatron-i-anaptyxi-tis-oikonomias-gia-mia-sosti-pfy,CNN Greece (Ιστολόγιο),Φ. Πατσουράκος: Οι εφημερίες των 60χρονων γιατρών & η ...,2019-04-08,4
"Apr 11, 2019",Το τελευταίο σχέδιο με την ίδρυση 239 Τοπικών Ομάδων Υγείας (ΤΟΜΥ) είναι ... 3) Η δημιουργία δημόσιων μονάδων Β'θμιας φροντίδας υγείας χωρίς σχεδιασμό ...,https://m.naftemporiki.gr/story/1463953,naftemporiki.gr,Οι πληγές του Εθνικού Συστήματος Υγείας,2019-04-11,4
"Apr 11, 2019","... υγείας, ξεκίνησε η λειτουργία της 1ης και 2ης Τοπικής Μονάδας Υγείας (ΤΟ. ... Οι ΤΟ.Μ.Υ Κορυδαλλού λειτουργούν στο κτίριο Κοινωνικών Υπηρεσιών του Δήμου, ... ενώ ειδική μέριμνα λαμβάνεται για τις ευάλωτες και ευπαθείς κοινωνικές ομάδες. ... η παροχή υπηρεσιών πρόληψης και προαγωγής υγείας στον υγιή πληθυσμό, ...",https://www.aftodioikisi.gr/ota/dimoi/xekinise-i-leitoyrgia-tis-1is-kai-2is-t-o-m-y-ston-d-korydalloy/,aftodioikisi.gr,Ξεκίνησε η λειτουργία της 1ης και 2ης Τ.Ο.Μ.Υ στον Δ ...,2019-04-11,4
"Apr 12, 2019","Κώστας Αγοραστός ανακοίνωσε έργα υγείας 55 εκατ. ευρώ από την Περιφέρεια: ... Περιφέρειας Θεσσαλίας 318.379 €, Προμήθεια Κινητών Μονάδων Υγείας της 5ης ... Ομάδων Υγείας (ΤΟΜΥ) 5ης ΥΠΕ στην Περιφέρεια Θεσσαλίας 11.654.323 €,.",https://www.thenewspaper.gr/2019/04/12/ogkologiko-synedrio-sti-larisa-erga-y/,thenewspaper.gr,Ογκολογικό Συνέδριο στη Λάρισα: Έργα υγείας 55 εκατ ...,2019-04-12,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
"Apr 15, 2019","... υπουργό Υγείας Ανδρέα Ξανθό, η πρώτη Τοπική Μονάδα Υγείας στον Άγιο Νικόλαο. ... Όπως αναφέρει σε ανακοίνωσή της η ΔΥΠΕ Κρήτης, «έργο των ΤΟΜΥ είναι η παροχή ... και ανθρωποκεντρικής πρωτοβάθμιας φροντίδας υγείας στον εγγεγραμμένο ... Ειδικότερα, οι Τ.ΟΜ.Υ. λειτουργούν ως ομάδες οικογενειακής ιατρικής, ...",https://www.efsyn.gr/efkriti/koinonia/191577_egkainiastike-i-proti-tomy-agioy-nikolaoy,Η Εφημερίδα των Συντακτών,Εγκαινιάστηκε η πρώτη ΤΟΜΥ Αγίου Νικολάου,2019-04-15,4
